X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78
0.913774,1.232888,1.185783,0.925575,0.865238,1.016354,1.145538,1.059511,1.043677,0.955391,0.914988,0.915032,1.012089,1.062611,1.169569,1.209403,1.243301,1.275127,1.268289,1.336228,1.379123,1.372299,1.350513,1.311623,1.321738,1.247741,1.210288,1.131302,1.097481,1.007583,0.987026,1.024265,0.978871,0.997023,1.001934,0.975644,0.964054,1.019629,0.98668,0.965351,1.01304,1.108671,1.035355,0.968662,0.964394,0.974137,0.941214,1.082937,1.04646,0.989814,1.096884,0.986451,1.067619,1.064035,1.183099,1.182341,1.227715,1.174556,1.248768,1.185181,1.178656,1.128427,1.0119,1.047622,0.946439,1.078672,1.058287,1.122075,1.146044,0.958704,0.923517,0.935001,0.875621,0.996542,1.268707,1.039052,0.745444,0.902264
0.822367,1.354873,1.335263,0.802751,0.681648,1.124521,1.299579,1.188514,1.151587,0.819597,0.698889,0.88267,0.952272,1.158041,1.285943,1.386737,1.505977,1.464966,1.560743,1.45809,1.556434,1.493493,1.565679,1.539381,1.596357,1.462655,1.427261,1.354345,1.00862,0.974158,0.671141,0.698275,1.131853,1.14661,1.219855,1.29073,0.812104,0.688463,1.177569,1.509744,0.965799,0.670329,0.974821,1.303316,1.130779,1.074221,0.996952,0.664593,0.77393,0.943314,1.024962,1.316123,1.338573,1.442963,1.426395,1.473679,1.514003,1.474535,1.528524,1.454294,1.41926,1.427625,1.407216,1.360546,1.283517,1.029552,0.930509,0.778535,0.668774,0.911079,1.121743,1.123176,1.256778,0.970274,0.706534,0.958858,1.358522,1.122159
1.077687,0.941708,0.960797,1.098767,1.071997,0.982924,1.037173,1.000559,1.023102,1.042193,1.03233,0.992121,1.073748,1.070154,1.161479,1.234862,1.277177,1.361735,1.415546,1.458245,1.484144,1.421478,1.407284,1.392564,1.432195,1.375265,1.253675,1.176307,1.102645,1.002351,0.877411,0.92819,0.943786,1.008111,1.040018,1.094949,0.9605,0.911372,1.053395,1.195976,0.984559,0.867714,0.960925,1.105146,1.080364,1.003695,0.966101,0.851189,0.790802,0.987155,1.040062,1.273233,1.319037,1.368986,1.47098,1.472633,1.562523,1.50992,1.60523,1.516095,1.523996,1.491178,1.424964,1.343728,1.306371,1.031717,0.9473,0.794056,0.725937,0.962395,1.096147,1.131212,1.291395,0.97138,0.727391,0.971352,1.388622,1.09826
1.23103,0.761495,0.776599,1.264983,1.367672,1.019875,0.901242,0.878444,0.86309,1.207149,1.430878,1.242488,1.330792,1.157175,1.156422,1.147519,1.150122,1.276363,1.273773,1.392266,1.329064,1.380041,1.305267,1.302661,1.221064,1.184639,1.263386,1.234972,1.380054,1.281444,1.410274,1.294627,0.882271,0.864342,0.861757,0.875221,1.220042,1.354877,0.855245,0.676339,1.133645,1.418738,1.037507,0.796037,0.936796,0.868819,1.061358,1.30903,1.133367,1.167367,1.205729,1.078416,1.176751,1.097146,1.222587,1.283617,1.33478,1.323497,1.435543,1.361466,1.329613,1.249104,1.179643,1.177867,1.073974,1.177965,1.161977,1.194805,1.214971,0.965547,0.880079,0.852462,0.86853,1.035869,1.24567,1.027144,0.79653,0.938044
0.998549,1.050481,1.002311,1.051581,1.08332,1.015405,0.993277,1.011714,1.060939,1.07876,1.280381,1.387808,1.370021,1.504551,1.514134,1.536122,1.504022,1.480697,1.438532,1.432195,1.460867,1.468204,1.416166,1.468951,1.48233,1.570152,1.530576,1.561482,1.521934,1.475047,1.395005,1.219324,1.035605,0.88256,0.847236,0.942096,1.118932,1.222216,0.910605,0.774643,1.021056,1.307285,1.120316,0.851644,0.858489,0.886563,1.033625,1.293206,1.353322,1.319956,1.37901,1.287976,1.290692,1.29894,1.314951,1.302568,1.353662,1.318051,1.350454,1.272335,1.328863,1.32209,1.301615,1.334519,1.336026,1.488953,1.460534,1.420036,1.388069,0.940231,0.874148,0.820772,0.810981,1.069292,1.343285,1.022142,0.653341,0.873537
0.953995,1.188774,1.195665,0.934046,0.922784,0.902744,0.939677,1.20603,1.384284,1.066914,1.083271,1.256556,1.237198,1.538517,1.555812,1.609619,1.616804,1.611,1.53465,1.540188,1.524427,1.548787,1.588122,1.612348,1.613764,1.729017,1.622175,1.672576,1.35066,1.314773,1.139836,1.0592,1.26656,1.217283,0.95576,0.970012,0.890365,0.851902,1.060044,1.236686,0.979852,0.929615,1.03268,1.045935,1.094979,1.271812,1.157018,0.992612,1.329951,1.296974,1.463451,1.596592,1.625516,1.707264,1.629377,1.614404,1.508245,1.583714,1.524527,1.567018,1.626335,1.637606,1.736308,1.635595,1.700814,1.475586,1.373757,1.288585,1.069362,1.140009,1.156936,0.921966,0.937284,0.951495,0.942004,0.980604,1.064569,0.993533
0.978822,1.078626,1.102384,0.934091,0.926749,0.980105,1.059549,1.084316,1.312374,1.41288,1.337885,1.482291,1.402575,1.381536,1.37053,1.263145,1.227182,1.077662,1.111507,0.956207,1.037598,0.996719,1.09524,1.14115,1.215631,1.302696,1.358096,1.379212,1.386943,1.424341,1.334178,1.343303,1.373618,1.219829,1.101531,0.942629,0.822062,0.863347,1.067565,1.252889,1.026826,0.885282,0.937921,1.015586,1.106972,1.349088,1.434184,1.287497,1.339834,1.388876,1.384892,1.496573,1.468607,1.533414,1.417214,1.368085,1.233798,1.276081,1.258736,1.337247,1.401744,1.435053,1.555827,1.455465,1.529221,1.309702,1.293005,1.213361,1.157979,1.364684,1.404943,1.061519,0.961565,0.830524,0.774319,0.939512,1.261133,1.098473
0.852562,1.154333,1.167079,0.875667,0.866342,1.174983,1.338161,1.059306,1.111889,1.46219,1.44715,1.688376,1.695262,1.471236,1.361265,1.038201,0.891851,0.708019,0.609355,0.540438,0.555515,0.504782,0.623014,0.670213,0.850774,0.974862,1.267862,1.419672,1.635177,1.696706,1.48613,1.53558,1.180919,1.008263,1.26851,1.140829,0.866301,0.882368,1.012807,1.141309,0.97827,0.859992,1.02254,1.244844,1.171323,1.030249,1.494423,1.539275,1.567515,1.755294,1.526748,1.480525,1.263917,1.080212,0.926452,0.787001,0.726309,0.687627,0.659862,0.751992,0.743219,0.903544,0.987688,1.203506,1.348516,1.437596,1.641464,1.476715,1.536822,1.399585,1.104969,1.148045,1.115115,0.885321,0.822305,0.953986,1.085152,1.04527
0.968246,0.961801,0.978768,1.01062,0.985864,1.068484,1.253204,1.347676,1.247153,1.480483,1.473745,1.376913,1.38358,1.113137,0.965203,0.702984,0.596386,0.465192,0.413278,0.370179,0.359079,0.317885,0.412466,0.456219,0.571873,0.683046,0.912252,1.116436,1.381323,1.390613,1.394885,1.424172,1.234722,1.326166,1.381029,1.203323,0.959848,0.874492,0.994788,1.056878,0.97263,0.860449,1.069789,1.392662,1.306769,1.127851,1.350951,1.510266,1.507867,1.622541,1.436441,1.228706,1.038517,0.807269,0.648776,0.508099,0.457654,0.46219,0.45132,0.478697,0.534442,0.690619,0.798482,1.049496,1.26235,1.405579,1.628356,1.502191,1.469216,1.29087,1.090044,1.307815,1.342727,1.002258,0.79289,0.92182,1.121569,1.03813
1.168265,0.704982,0.813601,1.248741,1.264228,0.976882,1.112856,1.409579,1.349826,1.559605,1.614273,1.17476,1.018339,0.694663,0.524034,0.361073,0.298967,0.225844,0.202809,0.215647,0.137654,0.187622,0.196082,0.196818,0.160213,0.291122,0.460325,0.611626,0.94874,1.109387,1.510644,1.60223,1.396369,1.506106,1.233928,0.96972,1.165995,1.211981,0.880834,0.742781,0.998561,1.232771,0.980333,1.024204,1.418516,1.461469,1.501267,1.639619,1.380545,1.214499,1.010351,0.677942,0.602785,0.41845,0.336685,0.296791,0.288019,0.275845,0.248269,0.260042,0.311334,0.413492,0.472415,0.634807,0.767337,1.001209,1.167976,1.34785,1.538189,1.407761,1.446125,1.311178,1.08549,1.034712,1.066491,0.938216,0.851609,0.884157
